,taxonomy,host-associated,unknown function,tail,DNA,transcription regulation,head and packaging,lysis,moron,integration and excision,auxiliary metabolic gene and host takeover,other,RNA and nucleotide metabolism,connector,vf_amr
3300008090_12|3300008090.a:Ga0114309_100074,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__,True,18,8,1,0,4,3,0,0,0,0,1,3,0
3300008090_6|3300008090.a:Ga0114309_100063,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella pallens,True,23,2,2,1,3,1,0,2,0,2,2,2,0
3300008096_15|3300008096.a:Ga0114155_1000010,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E;s__Ruminiclostridium_E siraeum,True,82,2,3,6,9,2,3,5,3,4,3,2,0
3300008096_15|3300008096.a:Ga0114155_1000132,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E;s__Ruminiclostridium_E siraeum,True,35,3,5,4,7,3,2,2,2,0,5,3,0
3300008096_20|3300008096.a:Ga0114155_1000041,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Coprobacteraceae;g__Coprobacter;s__GCA_000434215.1,True,42,0,0,1,1,0,0,0,0,0,0,0,0
3300008096_20|3300008096.a:Ga0114155_1000237,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Coprobacteraceae;g__Coprobacter;s__GCA_000434215.1,True,59,2,7,5,5,0,0,0,0,2,7,0,0
3300008096_32|3300008096.a:Ga0114155_1000146,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__DTU089;g__Eubacterium_R;s__Eubacterium_R sp2,True,17,1,0,0,3,0,1,1,1,0,0,0,0
3300008101_19|3300008101.a:Ga0114024_100452,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_A,True,34,4,5,4,6,3,0,1,0,0,5,4,0
3300008101_21|3300008101.a:Ga0114024_100118,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp1,True,37,11,3,3,7,1,1,1,1,4,3,3,0
3300008101_23|3300008101.a:Ga0114024_100852,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__;g__;s__,True,22,4,6,1,5,0,0,0,0,0,6,2,0
3300008101_23|3300008101.a:Ga0114024_102397,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__;g__;s__,True,17,0,0,0,0,0,1,1,1,0,0,0,0
3300008103_16|3300008103.a:Ga0114180_100284,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_D;s__Ruminococcus_D bicirculans,True,31,5,3,1,5,2,2,0,2,1,3,1,0
3300008103_16|3300008103.a:Ga0114180_100757,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_D;s__Ruminococcus_D bicirculans,True,14,4,0,1,1,1,0,3,0,0,0,0,0
3300008103_23|3300008103.a:Ga0114180_100126,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp1,True,12,0,9,0,0,0,0,0,0,3,9,0,0
3300008103_23|3300008103.a:Ga0114180_100216,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp1,True,26,1,3,3,1,0,0,2,0,0,3,0,0
3300008103_23|3300008103.a:Ga0114180_100223,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp1,True,15,11,3,2,8,2,0,1,0,1,3,3,0
3300008103_23|3300008103.a:Ga0114180_100411,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp1,True,14,0,2,0,3,0,0,0,0,2,2,0,0
3300008123_13|3300008123.a:Ga0114854_100070,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__,True,35,11,6,6,7,2,0,0,0,1,6,3,0
3300008124_1|3300008124.a:Ga0114855_10033,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus,True,7,0,3,0,0,0,3,0,3,0,3,0,0
3300008128_7|3300008128.a:Ga0114847_100460,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Stomatobaculum;s__,True,10,0,0,0,0,0,1,0,1,0,0,0,0
3300008129_7|3300008129.a:Ga0114848_100602,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia intestinalis,True,20,0,1,1,0,0,1,1,1,1,1,0,0
3300008131_5|3300008131.a:Ga0111081_100027,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D;s__Haemophilus_D parainfluenzae,True,12,0,1,1,1,0,0,2,0,0,1,0,0
3300008132_4|3300008132.a:Ga0111230_1000251,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis,True,16,0,1,0,1,0,0,2,0,4,1,1,0
3300008133_11|3300008133.a:Ga0111365_100074,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__,True,18,8,1,0,4,3,0,0,0,0,1,3,0
3300008135_11|3300008135.a:Ga0111463_1000020,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D;s__Haemophilus_D parainfluenzae,True,24,11,1,3,6,2,3,2,3,1,1,2,0
3300008135_9|3300008135.a:Ga0111463_1000038,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas sp1,True,44,2,6,0,4,1,0,0,0,3,6,0,0
3300008136_14|3300008136.a:Ga0113979_100038,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella pallens,True,118,2,8,4,0,2,2,3,2,6,8,1,0
3300008136_4|3300008136.a:Ga0113979_100139,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella shahii,True,63,0,11,1,2,1,1,1,1,2,11,0,0
3300008138_13|3300008138.a:Ga0114843_100430,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Stomatobaculum;s__Stomatobaculum longum,True,15,0,0,0,0,0,1,0,1,1,0,0,0
3300008143_8|3300008143.a:Ga0114287_100067,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella nanceiensis,True,47,0,6,2,1,1,0,0,0,1,6,0,0
3300008148_8|3300008148.a:Ga0114323_1000027,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D;s__,True,10,0,1,0,3,0,1,0,1,0,1,0,0
3300008148_8|3300008148.a:Ga0114323_1000095,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D;s__,True,25,10,6,5,5,4,2,2,2,2,6,4,0
3300008148_8|3300008148.a:Ga0114323_1001329,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D;s__,True,6,0,2,0,3,0,1,0,1,0,2,0,0
3300008149_7|3300008149.a:Ga0114293_100258,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella;s__Barnesiella intestinihominis,True,27,0,2,2,0,0,0,2,0,1,2,1,0
3300008150_19|3300008150.a:Ga0114319_1000014,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella intermedia,True,63,0,4,2,1,2,2,1,2,1,4,0,0
3300008150_20|3300008150.a:Ga0114319_1000335,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella micans,True,33,0,6,2,1,0,1,0,1,2,6,0,0
3300008153_9|3300008153.a:Ga0114320_1000040,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__;s__,True,31,2,1,2,4,2,0,0,0,1,1,0,0
3300008153_9|3300008153.a:Ga0114320_1000104,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__;s__,True,31,2,1,0,5,2,1,1,1,0,1,0,0
3300008154_11|3300008154.a:Ga0114321_1000694,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D;s__,True,9,7,0,0,0,0,1,0,1,0,0,0,0
3300008154_11|3300008154.a:Ga0114321_1001406,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D;s__,True,10,0,2,0,3,0,2,0,2,0,2,0,0
3300008155_15|3300008155.a:Ga0114001_100007,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__GCF_000467855.2,True,60,3,6,1,3,1,1,1,1,2,6,0,0
3300008155_18|3300008155.a:Ga0114001_100020,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D;s__Haemophilus_D parainfluenzae,True,25,9,5,5,5,4,0,2,0,4,5,4,0
3300008161_11|3300008161.a:Ga0110913_1000220,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D;s__Haemophilus_D parainfluenzae,True,7,9,3,3,5,3,0,0,0,0,3,4,0
3300008260_14|3300008260.a:Ga0114292_100094,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_D;s__Ruminococcus_D bicirculans,True,23,4,5,2,7,0,0,0,0,0,5,2,0
3300008260_23|3300008260.a:Ga0114292_101472,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_B,True,9,0,1,0,0,1,0,0,0,0,1,0,0
3300008268_17|3300008268.a:Ga0111491_1000099,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__Dorea formicigenerans,True,35,6,10,2,5,2,2,3,2,6,10,4,0
3300008268_17|3300008268.a:Ga0111491_1001363,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__Dorea formicigenerans,True,18,0,3,0,0,0,2,2,2,0,3,0,0
3300008268_26|3300008268.a:Ga0111491_1001552,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-382;g__UBA1206;s__GCA_000433115.1,True,12,0,0,0,3,0,0,0,0,0,0,0,0
3300008270_3|3300008270.a:Ga0114159_100004,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D;s__Haemophilus_D influenzae,True,46,11,4,4,8,2,2,4,2,2,4,3,0
3300008270_3|3300008270.a:Ga0114159_100006,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D;s__Haemophilus_D influenzae,True,10,0,1,0,3,0,1,0,1,0,1,0,0
3300008270_3|3300008270.a:Ga0114159_100024,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D;s__Haemophilus_D influenzae,True,8,7,0,0,3,4,0,0,0,0,0,3,0
3300008270_3|3300008270.a:Ga0114159_100106,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D;s__Haemophilus_D influenzae,True,12,0,1,1,2,0,0,2,0,1,1,0,0
3300008271_23|3300008271.a:Ga0111085_100001,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas sp1,True,29,4,1,0,5,1,1,2,1,2,1,2,0
3300008272_15|3300008272.a:Ga0111092_1000204,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E;s__Ruminiclostridium_E siraeum,True,57,3,0,4,9,2,1,2,1,2,0,2,0
3300008272_15|3300008272.a:Ga0111092_1000824,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E;s__Ruminiclostridium_E siraeum,True,12,0,0,1,5,2,0,0,0,2,0,0,0
3300008272_17|3300008272.a:Ga0111092_1000152,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_D;s__Ruminococcus_D bicirculans,True,33,2,0,4,8,1,1,2,1,2,0,1,0
3300008272_17|3300008272.a:Ga0111092_1000762,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_D;s__Ruminococcus_D bicirculans,True,19,0,1,0,0,1,1,0,1,1,1,0,0
3300008272_17|3300008272.a:Ga0111092_1000871,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_D;s__Ruminococcus_D bicirculans,True,11,0,1,0,0,1,0,2,0,0,1,0,0
3300008272_19|3300008272.a:Ga0111092_1000042,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis,True,29,9,2,1,6,1,2,1,2,5,2,4,0
3300008272_19|3300008272.a:Ga0111092_1000347,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis,True,26,0,2,1,1,0,0,0,0,0,2,0,0
3300008272_21|3300008272.a:Ga0111092_1000218,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-110;s__GCA_000434635.1,True,16,4,4,0,5,1,0,0,0,2,4,2,0
3300008272_21|3300008272.a:Ga0111092_1000395,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-110;s__GCA_000434635.1,True,7,1,0,0,1,0,1,1,1,0,0,0,0
3300008272_21|3300008272.a:Ga0111092_1001341,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-110;s__GCA_000434635.1,True,12,0,1,0,0,0,0,0,0,1,1,0,0
3300008272_21|3300008272.a:Ga0111092_1002025,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-110;s__GCA_000434635.1,True,5,1,0,0,3,0,2,0,2,0,0,0,0
3300008272_5|3300008272.a:Ga0111092_1000005,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides caccae,True,53,0,2,0,1,1,0,1,0,3,2,0,0
3300008272_5|3300008272.a:Ga0111092_1000066,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides caccae,True,43,1,4,1,3,1,0,2,0,2,4,1,0
3300008273_18|3300008273.a:Ga0114250_100001,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Mogibacterium;s__,True,58,3,2,2,8,2,0,1,0,1,2,2,0
3300008275_12|3300008275.a:Ga0114253_1000205,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Stomatobaculum;s__,True,17,10,0,0,6,0,0,0,0,0,0,3,0
3300008275_15|3300008275.a:Ga0114253_1000012,d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Solobacterium;s__,True,39,2,5,3,6,2,0,1,0,4,5,2,0
3300008275_15|3300008275.a:Ga0114253_1000095,d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Solobacterium;s__,True,29,3,6,1,7,1,0,0,0,0,6,2,0
3300008278_6|3300008278.a:Ga0114262_100045,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella pallens,True,22,3,2,0,3,1,0,0,0,1,2,2,0
3300008278_7|3300008278.a:Ga0114262_100156,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella nanceiensis,True,39,4,1,1,5,1,0,2,0,2,1,2,0
3300008281_13|3300008281.a:Ga0113996_1000466,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella oulorum,True,13,1,1,1,1,0,0,2,0,1,1,0,0
3300008282_9|3300008282.a:Ga0114156_1000139,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus sp1,True,33,9,6,4,5,3,0,1,0,1,6,3,0
3300008299_10|3300008299.a:Ga0114868_1000092,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella;s__Barnesiella intestinihominis,True,23,3,1,0,1,0,0,0,0,0,1,0,0
3300008301_1|3300008301.a:Ga0114871_100013,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides caccae,True,47,0,2,0,1,1,0,1,0,2,2,0,0
3300008301_1|3300008301.a:Ga0114871_100052,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides caccae,True,97,3,8,1,4,1,1,2,1,5,8,0,0
3300008301_1|3300008301.a:Ga0114871_100193,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides caccae,True,14,0,6,1,0,0,0,0,0,2,6,0,0
3300008301_6|3300008301.a:Ga0114871_100043,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis,True,83,3,9,2,5,2,0,2,0,2,9,2,0
3300008301_9|3300008301.a:Ga0114871_100042,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__DTU089;g__Ruminococcus_E;s__Ruminococcus_E sp1,True,95,2,8,5,7,1,4,4,4,3,8,2,0
3300008301_9|3300008301.a:Ga0114871_100252,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__DTU089;g__Ruminococcus_E;s__Ruminococcus_E sp1,True,14,0,1,1,0,0,1,1,1,0,1,0,0
3300008301_9|3300008301.a:Ga0114871_100300,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__DTU089;g__Ruminococcus_E;s__Ruminococcus_E sp1,True,28,4,1,0,5,0,0,0,0,0,1,0,0
3300008302_3|3300008302.a:Ga0114874_100011,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas sp1,True,28,4,1,0,5,1,1,2,1,2,1,2,0
3300008306_2|3300008306.a:Ga0115184_1000024,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella melaninogenica,True,49,0,7,2,2,1,0,1,0,4,7,0,0
3300008325_2|3300008325.a:Ga0115307_100034,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes,True,20,0,9,1,3,0,1,0,1,2,9,0,0
3300008325_3|3300008325.a:Ga0115307_100053,d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus epidermidis,True,48,5,9,5,5,2,1,1,1,4,9,5,0
3300008328_10|3300008328.a:Ga0115314_1000075,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D;s__,True,31,9,5,7,5,4,2,2,2,1,5,4,0
3300008333_13|3300008333.a:Ga0115302_100049,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__,True,31,8,3,7,4,3,1,0,1,2,3,3,0
3300008337_9|3300008337.a:Ga0115199_100002,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D;s__Haemophilus_D parainfluenzae,True,23,20,1,1,6,1,2,0,2,0,1,2,0
3300008337_9|3300008337.a:Ga0115199_100011,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D;s__Haemophilus_D parainfluenzae,True,39,2,8,9,5,4,1,4,1,5,8,2,0
3300008337_9|3300008337.a:Ga0115199_100013,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D;s__Haemophilus_D parainfluenzae,True,30,11,1,3,6,2,4,2,4,2,1,2,0
3300008347_15|3300008347.a:Ga0115411_1000096,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__;s__,True,50,3,2,0,1,0,0,0,0,0,2,0,0
3300008347_9|3300008347.a:Ga0115411_1000039,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__,True,35,2,3,1,4,1,0,0,0,1,3,2,0
3300008348_1|3300008348.a:Ga0115412_100001,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__,True,51,1,6,1,5,1,1,1,1,5,6,0,0
3300008351_1|3300008351.a:Ga0115416_1003,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus jensenii,True,6,0,3,0,0,0,3,0,3,0,3,0,0
3300008351_1|3300008351.a:Ga0115416_1007,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus jensenii,True,27,6,4,0,5,2,0,3,0,1,4,2,0
3300008360_14|3300008360.a:Ga0114875_1000022,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_D;s__Ruminococcus_D bicirculans,True,52,5,5,5,8,0,2,1,2,1,5,2,0
3300008360_14|3300008360.a:Ga0114875_1000107,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_D;s__Ruminococcus_D bicirculans,True,14,0,0,1,0,0,1,1,1,0,0,0,0
3300008360_26|3300008360.a:Ga0114875_1000786,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__CAG-724;s__,True,10,0,0,1,2,0,0,0,0,0,0,0,0
3300008361_10|3300008361.a:Ga0115082_100010,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes onderdonkii,True,55,2,1,2,1,0,1,0,1,3,1,0,0
3300008361_11|3300008361.a:Ga0115082_100082,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis,True,29,9,3,0,6,1,2,1,2,5,3,4,0
3300008361_11|3300008361.a:Ga0115082_100146,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis,True,24,1,1,0,2,1,0,0,0,4,1,1,0
3300008361_11|3300008361.a:Ga0115082_100152,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis,True,14,0,2,1,1,0,0,0,0,0,2,0,0
3300008361_11|3300008361.a:Ga0115082_100314,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis,True,10,0,2,0,1,0,4,1,4,1,2,0,0
3300008361_11|3300008361.a:Ga0115082_100438,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis,True,32,1,7,0,5,0,1,0,1,0,7,0,0
3300008361_11|3300008361.a:Ga0115082_100679,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis,True,22,0,1,1,2,0,0,1,0,0,1,0,0
3300008361_9|3300008361.a:Ga0115082_100008,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella;s__Barnesiella intestinihominis,True,48,2,2,1,3,1,0,2,0,2,2,2,0
3300008363_10|3300008363.a:Ga0115180_100012,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D;s__Haemophilus_D parainfluenzae,True,9,9,6,1,5,4,0,0,0,1,6,4,0
3300008363_10|3300008363.a:Ga0115180_100037,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D;s__Haemophilus_D parainfluenzae,True,21,0,2,4,0,0,0,0,0,2,2,0,0
3300008382_3|3300008382.a:Ga0114861_1000002,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D;s__,True,25,12,1,3,7,3,1,2,1,0,1,3,0
3300008382_3|3300008382.a:Ga0114861_1000006,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D;s__,True,29,7,5,5,11,4,0,1,0,1,5,1,0
3300008382_3|3300008382.a:Ga0114861_1000060,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D;s__,True,16,0,3,0,0,0,0,0,0,2,3,0,0
3300008383_9|3300008383.a:Ga0114870_100343,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella;s__Barnesiella intestinihominis,True,10,0,0,1,0,0,0,2,0,1,0,0,0
